Bucket,Lat,Lon,Medical Emergencies,Medical MFAs,NonMedical Emergencies,NonMedical MFAs,NonStructural Fires,Structural Fires,Total
Lat27Lon30,40.6013,-74.0948,31,,24,1,3,7,66
Lat27Lon31,40.6013,-74.0892,26,,20,1,1,1,49
Lat27Lon32,40.6013,-74.0836,15,,16,1,,2,34
Lat27Lon33,40.6013,-74.078,12,,14,1,,6,33
Lat27Lon34,40.6013,-74.0724,5,,13,,1,,19
Lat27Lon35,40.6013,-74.0668,10,,15,9,,4,38
Lat27Lon36,40.6013,-74.0612,5,,1,,,,6
Lat27Lon44,40.6013,-74.0164,6,,8,,,2,16
Lat27Lon45,40.6013,-74.0108,17,,18,1,16,,52
Lat27Lon46,40.6013,-74.0052,109,,55,7,1,5,177
Lat27Lon47,40.6013,-73.9996,68,,30,,2,9,109
Lat27Lon48,40.6013,-73.994,222,1,92,6,9,10,340
Lat27Lon49,40.6013,-73.9884,82,1,52,10,5,8,158
Lat27Lon50,40.6013,-73.9828,49,,24,4,2,3,82
Lat27Lon51,40.6013,-73.9772,42,3,33,3,1,6,88
Lat27Lon52,40.6013,-73.9716,39,1,51,3,2,22,118
Lat27Lon53,40.6013,-73.966,49,1,102,,1,10,163
Lat27Lon54,40.6013,-73.9604,74,,69,6,3,12,164
Lat27Lon55,40.6013,-73.9548,75,2,50,1,3,3,134
Lat27Lon56,40.6013,-73.9492,80,3,91,3,4,12,193
Lat27Lon57,40.6013,-73.9436,94,2,63,10,3,6,178
Lat27Lon58,40.6013,-73.938,80,,43,2,5,7,137
Lat27Lon59,40.6013,-73.9324,61,2,26,,7,4,100
Lat27Lon62,40.6013,-73.9156,1,,7,,1,,9
Lat27Lon79,40.6013,-73.8204,5,,12,2,1,2,22
Lat27Lon88,40.6013,-73.77,4,,4,,2,4,14
Lat27Lon89,40.6013,-73.7644,27,,21,5,,7,60
Lat27Lon90,40.6013,-73.7588,62,,54,7,4,9,136
Lat27Lon91,40.6013,-73.7532,191,2,103,10,9,22,337
Lat27Lon92,40.6013,-73.7476,95,1,73,14,1,20,204
Lat27Lon93,40.6013,-73.742,,,20,,,10,30
Lat28Lon17,40.6055,-74.1676,19,,6,2,,1,28
Lat28Lon18,40.6055,-74.162,5,,6,,,2,13
Lat28Lon20,40.6055,-74.1508,2,,1,,,,3
Lat28Lon21,40.6055,-74.1452,17,,11,1,,1,30
Lat28Lon22,40.6055,-74.1396,11,,25,,,3,39
Lat28Lon23,40.6055,-74.134,56,,48,3,1,8,116
Lat28Lon24,40.6055,-74.1284,11,,11,3,,2,27
Lat28Lon25,40.6055,-74.1228,64,,68,,1,6,139
Lat28Lon26,40.6055,-74.1172,43,,66,1,1,3,114
Lat28Lon29,40.6055,-74.1004,2,,7,,1,,10
Lat28Lon30,40.6055,-74.0948,12,,12,,1,2,27
Lat28Lon31,40.6055,-74.0892,24,,19,1,1,1,46
Lat28Lon32,40.6055,-74.0836,31,,19,2,,1,53
Lat28Lon33,40.6055,-74.078,8,,6,1,3,5,23
Lat28Lon34,40.6055,-74.0724,14,,11,1,1,,27
Lat28Lon35,40.6055,-74.0668,32,,26,1,2,11,72
Lat28Lon36,40.6055,-74.0612,9,,5,,,1,15
Lat28Lon39,40.6055,-74.0444,1,1,42,,2,,46
Lat28Lon42,40.6055,-74.0276,2,,,,,,2
Lat28Lon44,40.6055,-74.0164,30,,31,,4,4,69
Lat28Lon45,40.6055,-74.0108,49,,38,7,9,5,108
Lat28Lon46,40.6055,-74.0052,94,1,51,5,4,5,160
Lat28Lon47,40.6055,-73.9996,155,,41,2,7,10,215
Lat28Lon48,40.6055,-73.994,116,,49,3,11,9,188
Lat28Lon49,40.6055,-73.9884,94,1,56,3,5,12,171
Lat28Lon50,40.6055,-73.9828,117,,50,4,3,9,183
Lat28Lon51,40.6055,-73.9772,123,1,71,11,3,9,218
Lat28Lon52,40.6055,-73.9716,68,,48,2,9,10,137
Lat28Lon53,40.6055,-73.966,63,3,85,4,6,25,186
Lat28Lon54,40.6055,-73.9604,77,,63,3,9,10,162
Lat28Lon55,40.6055,-73.9548,142,1,79,1,14,11,248
Lat28Lon56,40.6055,-73.9492,18,,65,3,3,13,102
Lat28Lon57,40.6055,-73.9436,36,,39,1,1,4,81
Lat28Lon58,40.6055,-73.938,19,1,8,,1,1,30
Lat28Lon59,40.6055,-73.9324,13,,7,2,4,3,29
Lat28Lon60,40.6055,-73.9268,16,,9,,2,1,28
Lat28Lon61,40.6055,-73.9212,12,,4,1,1,1,19
Lat28Lon62,40.6055,-73.9156,22,,25,1,1,,49
Lat28Lon63,40.6055,-73.91,15,,32,1,,,48
Lat28Lon64,40.6055,-73.9044,9,,6,1,1,3,20
Lat28Lon65,40.6055,-73.8988,1,,1,,,,2
Lat28Lon79,40.6055,-73.8204,13,,13,4,,3,33
Lat28Lon80,40.6055,-73.8148,3,,3,2,,,8
Lat28Lon88,40.6055,-73.77,7,,13,3,2,2,27
Lat28Lon89,40.6055,-73.7644,5,,13,1,,5,24
Lat28Lon90,40.6055,-73.7588,66,3,80,6,3,15,173
Lat28Lon91,40.6055,-73.7532,265,1,82,16,8,5,377
Lat28Lon92,40.6055,-73.7476,49,,36,9,1,6,101
Lat28Lon93,40.6055,-73.742,3,,19,,,3,25
Lat29Lon15,40.6097,-74.1788,9,,14,,,1,24
Lat29Lon17,40.6097,-74.1676,5,,7,,,1,13
Lat29Lon18,40.6097,-74.162,19,,16,7,1,2,45
Lat29Lon19,40.6097,-74.1564,9,,5,5,1,2,22
Lat29Lon20,40.6097,-74.1508,43,,31,3,1,4,82
Lat29Lon21,40.6097,-74.1452,21,,7,,,3,31
Lat29Lon22,40.6097,-74.1396,25,,10,1,2,,38
Lat29Lon23,40.6097,-74.134,34,1,61,9,1,3,109
Lat29Lon24,40.6097,-74.1284,10,,3,1,,1,15
Lat29Lon25,40.6097,-74.1228,54,1,35,3,,3,96
Lat29Lon26,40.6097,-74.1172,8,,12,3,,1,24
Lat29Lon27,40.6097,-74.1116,7,,9,,,1,17
Lat29Lon28,40.6097,-74.106,10,,6,1,,,17
Lat29Lon29,40.6097,-74.1004,35,,21,1,1,3,61
Lat29Lon30,40.6097,-74.0948,6,,20,1,1,1,29
Lat29Lon31,40.6097,-74.0892,33,,38,1,1,,73
Lat29Lon32,40.6097,-74.0836,33,1,43,15,9,4,105
Lat29Lon33,40.6097,-74.078,16,,19,,,5,40
Lat29Lon34,40.6097,-74.0724,11,,11,1,,3,26
Lat29Lon35,40.6097,-74.0668,26,,14,,,2,42
Lat29Lon36,40.6097,-74.0612,47,,46,2,3,3,101
Lat29Lon42,40.6097,-74.0276,,,36,1,1,2,40
Lat29Lon44,40.6097,-74.0164,9,,4,1,2,,16
Lat29Lon45,40.6097,-74.0108,65,1,93,9,4,2,174
Lat29Lon46,40.6097,-74.0052,63,,28,7,1,7,106
Lat29Lon47,40.6097,-73.9996,134,,63,4,10,10,221
Lat29Lon48,40.6097,-73.994,99,1,35,7,4,6,152
Lat29Lon49,40.6097,-73.9884,81,,36,,6,2,125
Lat29Lon50,40.6097,-73.9828,125,,40,6,7,13,191
Lat29Lon51,40.6097,-73.9772,126,2,69,8,5,12,222
Lat29Lon52,40.6097,-73.9716,48,,69,4,7,9,137
Lat29Lon53,40.6097,-73.966,49,3,62,1,7,8,130
Lat29Lon54,40.6097,-73.9604,232,4,149,10,14,12,421
Lat29Lon55,40.6097,-73.9548,232,4,142,14,25,19,436
Lat29Lon56,40.6097,-73.9492,51,2,76,12,7,9,157
Lat29Lon57,40.6097,-73.9436,21,,30,,4,5,60
Lat29Lon58,40.6097,-73.938,30,,27,2,5,11,75
Lat29Lon59,40.6097,-73.9324,32,1,38,3,2,4,80
Lat29Lon60,40.6097,-73.9268,61,,61,1,4,6,133
Lat29Lon61,40.6097,-73.9212,102,,88,4,1,4,199
Lat29Lon62,40.6097,-73.9156,13,,7,,2,3,25
Lat29Lon63,40.6097,-73.91,21,1,21,5,2,11,61
Lat29Lon64,40.6097,-73.9044,9,,22,,2,3,36
Lat29Lon79,40.6097,-73.8204,8,,12,,,1,21
Lat29Lon80,40.6097,-73.8148,8,,6,,,,14
Lat29Lon88,40.6097,-73.77,5,,6,1,,3,15
Lat29Lon89,40.6097,-73.7644,11,,14,3,1,4,33
Lat29Lon90,40.6097,-73.7588,21,,12,1,4,4,42
Lat29Lon91,40.6097,-73.7532,82,,129,2,8,9,230
Lat29Lon92,40.6097,-73.7476,48,1,35,6,1,5,96
Lat2Lon2,40.4963,-74.2516,1,,,1,,,2
Lat2Lon4,40.4963,-74.2404,,,,,1,,1
Lat30Lon16,40.6139,-74.1732,58,,21,3,,3,85
Lat30Lon17,40.6139,-74.1676,5,,9,,,,14
Lat30Lon18,40.6139,-74.162,33,,45,2,2,5,87
Lat30Lon19,40.6139,-74.1564,4,,3,1,,1,9
Lat30Lon20,40.6139,-74.1508,17,,18,,,4,39
Lat30Lon21,40.6139,-74.1452,27,,16,1,,1,45
Lat30Lon22,40.6139,-74.1396,40,,20,3,1,3,67
Lat30Lon23,40.6139,-74.134,24,,31,3,1,2,61
Lat30Lon24,40.6139,-74.1284,43,,30,5,1,2,81
Lat30Lon25,40.6139,-74.1228,35,,18,1,3,3,60
Lat30Lon26,40.6139,-74.1172,21,1,51,1,4,3,81
Lat30Lon27,40.6139,-74.1116,16,,13,1,,,30
Lat30Lon28,40.6139,-74.106,19,,14,1,2,,36
Lat30Lon29,40.6139,-74.1004,30,,37,5,3,1,76
Lat30Lon30,40.6139,-74.0948,5,,12,1,,7,25
Lat30Lon31,40.6139,-74.0892,45,,59,4,,11,119
Lat30Lon32,40.6139,-74.0836,25,,17,4,,2,48
Lat30Lon33,40.6139,-74.078,28,,28,2,3,5,66
Lat30Lon34,40.6139,-74.0724,33,,31,4,1,3,72
Lat30Lon35,40.6139,-74.0668,62,,51,4,1,4,122
Lat30Lon36,40.6139,-74.0612,9,,6,,,1,16
Lat30Lon40,40.6139,-74.0388,35,1,41,,4,2,83
Lat30Lon41,40.6139,-74.0332,102,1,68,7,4,9,191
Lat30Lon42,40.6139,-74.0276,25,,14,1,5,5,50
Lat30Lon43,40.6139,-74.022,45,,13,,1,2,61
Lat30Lon44,40.6139,-74.0164,15,1,12,2,3,,33
Lat30Lon45,40.6139,-74.0108,63,1,37,1,12,3,117
Lat30Lon46,40.6139,-74.0052,54,3,38,8,5,4,112
Lat30Lon47,40.6139,-73.9996,123,4,39,13,9,8,196
Lat30Lon48,40.6139,-73.994,82,,38,,3,10,133
Lat30Lon49,40.6139,-73.9884,66,,43,2,4,6,121
Lat30Lon50,40.6139,-73.9828,154,4,69,7,13,15,262
Lat30Lon51,40.6139,-73.9772,97,,58,4,17,10,186
Lat30Lon52,40.6139,-73.9716,40,1,42,,4,11,98
Lat30Lon53,40.6139,-73.966,66,,98,17,6,22,209
Lat30Lon54,40.6139,-73.9604,96,3,128,16,11,26,280
Lat30Lon55,40.6139,-73.9548,71,,73,9,8,20,181
Lat30Lon56,40.6139,-73.9492,55,1,54,7,,9,126
Lat30Lon57,40.6139,-73.9436,86,1,66,3,6,10,172
Lat30Lon58,40.6139,-73.938,48,,52,3,1,8,112
Lat30Lon59,40.6139,-73.9324,21,,30,2,2,7,62
Lat30Lon60,40.6139,-73.9268,42,10,166,5,8,6,237
Lat30Lon61,40.6139,-73.9212,59,1,38,6,2,11,117
Lat30Lon62,40.6139,-73.9156,32,,26,5,4,4,71
Lat30Lon63,40.6139,-73.91,22,1,28,3,5,5,64
Lat30Lon64,40.6139,-73.9044,4,,13,1,,3,21
Lat30Lon65,40.6139,-73.8988,4,,7,,,3,14
Lat30Lon79,40.6139,-73.8204,5,,7,,,,12
Lat30Lon88,40.6139,-73.77,3,,7,2,4,1,17
Lat30Lon89,40.6139,-73.7644,3,,1,1,,1,6
Lat31Lon17,40.6181,-74.1676,3,,6,,1,1,11
Lat31Lon18,40.6181,-74.162,20,1,27,,1,1,50
Lat31Lon19,40.6181,-74.1564,35,,22,3,2,2,64
Lat31Lon20,40.6181,-74.1508,25,,16,6,,3,50
Lat31Lon21,40.6181,-74.1452,31,,18,,1,4,54
Lat31Lon22,40.6181,-74.1396,26,,18,,,1,45
Lat31Lon23,40.6181,-74.134,24,,21,1,2,3,51
Lat31Lon24,40.6181,-74.1284,11,,9,,,,20
Lat31Lon25,40.6181,-74.1228,10,,11,1,1,1,24
Lat31Lon26,40.6181,-74.1172,8,,7,3,,,18
Lat31Lon28,40.6181,-74.106,8,,8,,,,16
Lat31Lon29,40.6181,-74.1004,18,,12,1,1,1,33
Lat31Lon30,40.6181,-74.0948,17,,33,1,,5,56
Lat31Lon31,40.6181,-74.0892,4,,8,,,1,13
Lat31Lon32,40.6181,-74.0836,110,1,200,27,2,13,353
Lat31Lon33,40.6181,-74.078,77,1,37,5,3,2,125
Lat31Lon34,40.6181,-74.0724,16,,21,1,2,4,44
Lat31Lon35,40.6181,-74.0668,14,1,14,1,,1,31
Lat31Lon36,40.6181,-74.0612,9,,9,,,1,19
Lat31Lon40,40.6181,-74.0388,61,1,51,5,3,14,135
Lat31Lon41,40.6181,-74.0332,122,1,65,3,6,9,206
Lat31Lon42,40.6181,-74.0276,105,1,89,9,6,5,215
Lat31Lon43,40.6181,-74.022,48,1,44,5,,6,104
Lat31Lon44,40.6181,-74.0164,18,,23,,5,6,52
Lat31Lon45,40.6181,-74.0108,58,,43,4,3,5,113
Lat31Lon46,40.6181,-74.0052,67,,51,8,3,6,135
Lat31Lon47,40.6181,-73.9996,74,1,36,6,3,5,125
Lat31Lon48,40.6181,-73.994,86,,24,8,4,3,125
Lat31Lon49,40.6181,-73.9884,109,1,76,3,4,11,204
Lat31Lon50,40.6181,-73.9828,55,,38,,10,2,105
Lat31Lon51,40.6181,-73.9772,63,2,30,7,6,10,118
Lat31Lon52,40.6181,-73.9716,47,,52,2,15,14,130
Lat31Lon53,40.6181,-73.966,40,1,77,4,8,22,152
Lat31Lon54,40.6181,-73.9604,68,2,42,17,6,6,141
Lat31Lon55,40.6181,-73.9548,93,1,89,4,9,14,210
Lat31Lon56,40.6181,-73.9492,23,,46,,3,15,87
Lat31Lon57,40.6181,-73.9436,26,,52,3,1,7,89
Lat31Lon58,40.6181,-73.938,34,1,51,2,1,12,101
Lat31Lon59,40.6181,-73.9324,78,,49,,3,7,137
Lat31Lon60,40.6181,-73.9268,42,1,41,2,3,15,104
Lat31Lon61,40.6181,-73.9212,50,,35,5,1,10,101
Lat31Lon62,40.6181,-73.9156,45,1,57,3,4,7,117
Lat31Lon63,40.6181,-73.91,47,1,43,5,1,7,104
Lat31Lon64,40.6181,-73.9044,25,,34,,,9,68
Lat31Lon65,40.6181,-73.8988,7,,5,,1,2,15
Lat32Lon17,40.6223,-74.1676,26,,50,10,2,7,95
Lat32Lon18,40.6223,-74.162,35,,21,2,,1,59
Lat32Lon20,40.6223,-74.1508,27,,8,2,2,2,41
Lat32Lon21,40.6223,-74.1452,21,,19,2,,2,44
Lat32Lon22,40.6223,-74.1396,35,,22,,1,,58
Lat32Lon23,40.6223,-74.134,31,,27,3,3,1,65
Lat32Lon24,40.6223,-74.1284,16,,11,3,,2,32
Lat32Lon25,40.6223,-74.1228,16,,9,2,,6,33
Lat32Lon26,40.6223,-74.1172,1,,7,,,,8
Lat32Lon27,40.6223,-74.1116,54,,19,4,,5,82
Lat32Lon28,40.6223,-74.106,10,,8,2,,3,23
Lat32Lon29,40.6223,-74.1004,1,,2,,,1,4
Lat32Lon30,40.6223,-74.0948,13,,13,,1,3,30
Lat32Lon31,40.6223,-74.0892,7,,4,,,,11
Lat32Lon32,40.6223,-74.0836,159,2,195,15,5,20,396
Lat32Lon33,40.6223,-74.078,111,1,34,64,3,3,216
Lat32Lon34,40.6223,-74.0724,37,,15,5,3,3,63
Lat32Lon40,40.6223,-74.0388,124,,39,2,2,5,172
Lat32Lon41,40.6223,-74.0332,109,,83,3,8,3,206
Lat32Lon42,40.6223,-74.0276,220,3,122,10,19,8,382
Lat32Lon43,40.6223,-74.022,87,,53,5,8,7,160
Lat32Lon44,40.6223,-74.0164,34,,53,5,1,14,107
Lat32Lon45,40.6223,-74.0108,50,,44,2,3,4,103
Lat32Lon46,40.6223,-74.0052,98,2,47,1,5,4,157
Lat32Lon47,40.6223,-73.9996,84,1,48,9,2,1,145
Lat32Lon48,40.6223,-73.994,74,2,51,5,7,4,143
Lat32Lon49,40.6223,-73.9884,40,1,27,4,10,10,92
Lat32Lon50,40.6223,-73.9828,26,,31,3,5,10,75
Lat32Lon51,40.6223,-73.9772,19,,29,5,3,6,62
Lat32Lon52,40.6223,-73.9716,25,,36,1,3,4,69
Lat32Lon53,40.6223,-73.966,52,2,62,4,8,10,138
Lat32Lon54,40.6223,-73.9604,66,1,73,3,9,13,165
Lat32Lon55,40.6223,-73.9548,64,1,64,5,6,10,150
Lat32Lon56,40.6223,-73.9492,14,1,54,3,7,25,104
Lat32Lon57,40.6223,-73.9436,26,1,40,3,3,9,82
Lat32Lon58,40.6223,-73.938,61,2,53,3,4,9,132
Lat32Lon59,40.6223,-73.9324,74,,58,8,4,9,153
Lat32Lon60,40.6223,-73.9268,71,1,41,2,,12,127
Lat32Lon61,40.6223,-73.9212,47,,55,3,,10,115
Lat32Lon62,40.6223,-73.9156,32,1,56,3,1,10,103
Lat32Lon63,40.6223,-73.91,24,,23,4,3,5,59
Lat32Lon64,40.6223,-73.9044,26,,33,2,3,6,70
Lat32Lon65,40.6223,-73.8988,1,,7,1,1,,10
Lat33Lon15,40.6265,-74.1788,,,4,,,,4
Lat33Lon16,40.6265,-74.1732,3,,4,,2,,9
Lat33Lon17,40.6265,-74.1676,22,,14,4,2,1,43
Lat33Lon18,40.6265,-74.162,86,,35,7,2,3,133
Lat33Lon19,40.6265,-74.1564,37,,15,1,,1,54
Lat33Lon20,40.6265,-74.1508,78,,50,17,2,4,151
Lat33Lon21,40.6265,-74.1452,75,,20,13,6,5,119
Lat33Lon22,40.6265,-74.1396,35,,40,8,4,2,89
Lat33Lon23,40.6265,-74.134,59,,39,7,3,3,111
Lat33Lon24,40.6265,-74.1284,19,,12,7,1,6,45
Lat33Lon25,40.6265,-74.1228,25,,15,4,,5,49
Lat33Lon26,40.6265,-74.1172,22,,33,9,1,1,66
Lat33Lon27,40.6265,-74.1116,2,,5,,,1,8
Lat33Lon28,40.6265,-74.106,7,1,12,3,,,23
Lat33Lon29,40.6265,-74.1004,6,,4,,,2,12
Lat33Lon31,40.6265,-74.0892,14,,25,1,,4,44
Lat33Lon32,40.6265,-74.0836,37,1,19,2,,1,60
Lat33Lon33,40.6265,-74.078,101,1,35,24,4,6,171
Lat33Lon34,40.6265,-74.0724,4,,5,4,1,,14
Lat33Lon40,40.6265,-74.0388,19,,22,,5,1,47
Lat33Lon41,40.6265,-74.0332,35,,35,,5,6,81
Lat33Lon42,40.6265,-74.0276,96,,69,7,11,3,186
Lat33Lon43,40.6265,-74.022,69,,48,4,8,6,135
Lat33Lon44,40.6265,-74.0164,26,2,23,5,5,3,64
Lat33Lon45,40.6265,-74.0108,68,,45,1,4,5,123
Lat33Lon46,40.6265,-74.0052,91,,51,3,1,9,155
Lat33Lon47,40.6265,-73.9996,75,3,46,4,6,3,137
Lat33Lon48,40.6265,-73.994,45,,70,2,12,8,137
Lat33Lon49,40.6265,-73.9884,19,,43,7,5,7,81
Lat33Lon50,40.6265,-73.9828,32,1,60,5,14,12,124
Lat33Lon51,40.6265,-73.9772,76,,73,10,14,5,178
Lat33Lon52,40.6265,-73.9716,19,,34,1,1,5,60
Lat33Lon53,40.6265,-73.966,82,,88,3,2,18,193
Lat33Lon54,40.6265,-73.9604,104,1,75,6,3,10,199
Lat33Lon55,40.6265,-73.9548,59,3,91,5,13,24,195
Lat33Lon56,40.6265,-73.9492,37,1,49,,4,4,95
Lat33Lon57,40.6265,-73.9436,71,,70,7,3,17,168
Lat33Lon58,40.6265,-73.938,84,,67,2,4,11,168
Lat33Lon59,40.6265,-73.9324,31,,44,1,2,10,88
Lat33Lon60,40.6265,-73.9268,60,,50,2,4,13,129
Lat33Lon61,40.6265,-73.9212,61,,45,9,4,11,130
Lat33Lon62,40.6265,-73.9156,52,,25,1,3,7,88
Lat33Lon63,40.6265,-73.91,47,,46,2,1,3,99
Lat33Lon64,40.6265,-73.9044,18,,11,1,2,2,34
Lat33Lon65,40.6265,-73.8988,20,,20,,3,4,47
Lat34Lon14,40.6307,-74.1844,4,,5,,,,9
Lat34Lon17,40.6307,-74.1676,32,,88,6,3,2,131
Lat34Lon18,40.6307,-74.162,48,2,58,14,1,13,136
Lat34Lon19,40.6307,-74.1564,62,,49,18,2,12,143
Lat34Lon20,40.6307,-74.1508,13,,15,3,1,2,34
Lat34Lon21,40.6307,-74.1452,30,1,17,10,2,1,61
Lat34Lon22,40.6307,-74.1396,32,1,23,8,1,7,72
Lat34Lon23,40.6307,-74.134,28,3,23,9,2,4,69
Lat34Lon24,40.6307,-74.1284,33,,28,1,,3,65
Lat34Lon25,40.6307,-74.1228,35,,34,2,1,5,77
Lat34Lon26,40.6307,-74.1172,71,,50,4,3,9,137
Lat34Lon27,40.6307,-74.1116,79,,54,27,4,14,178
Lat34Lon28,40.6307,-74.106,41,,20,2,3,3,69
Lat34Lon29,40.6307,-74.1004,33,,25,6,,4,68
Lat34Lon30,40.6307,-74.0948,10,,8,1,,2,21
Lat34Lon31,40.6307,-74.0892,29,2,26,3,3,5,68
Lat34Lon32,40.6307,-74.0836,26,,25,3,3,4,61
Lat34Lon33,40.6307,-74.078,41,,34,6,2,4,87
Lat34Lon34,40.6307,-74.0724,17,,17,1,,4,39
Lat34Lon40,40.6307,-74.0388,21,,24,3,11,4,63
Lat34Lon41,40.6307,-74.0332,47,,56,7,5,9,124
Lat34Lon42,40.6307,-74.0276,130,,60,3,10,11,214
Lat34Lon43,40.6307,-74.022,189,,83,2,16,5,295
Lat34Lon44,40.6307,-74.0164,58,2,39,7,4,4,114
Lat34Lon45,40.6307,-74.0108,79,,36,2,3,6,126
Lat34Lon46,40.6307,-74.0052,66,,38,3,1,8,116
Lat34Lon47,40.6307,-73.9996,33,,68,10,2,9,122
Lat34Lon48,40.6307,-73.994,48,1,96,3,19,13,180
Lat34Lon49,40.6307,-73.9884,36,,95,4,15,17,167
Lat34Lon50,40.6307,-73.9828,23,,57,6,17,22,125
Lat34Lon51,40.6307,-73.9772,164,1,73,4,9,14,265
Lat34Lon52,40.6307,-73.9716,121,,75,8,3,20,227
Lat34Lon53,40.6307,-73.966,178,,72,3,12,14,279
Lat34Lon54,40.6307,-73.9604,38,,53,6,2,6,105
Lat34Lon55,40.6307,-73.9548,61,,57,7,1,9,135
Lat34Lon56,40.6307,-73.9492,60,2,77,6,7,16,168
Lat34Lon57,40.6307,-73.9436,152,2,94,14,12,22,296
Lat34Lon58,40.6307,-73.938,35,,34,4,1,11,85
Lat34Lon59,40.6307,-73.9324,53,,33,4,1,19,110
Lat34Lon60,40.6307,-73.9268,65,,40,3,2,7,117
Lat34Lon61,40.6307,-73.9212,78,1,34,3,2,6,124
Lat34Lon62,40.6307,-73.9156,24,,12,2,1,3,42
Lat34Lon63,40.6307,-73.91,26,,21,1,1,5,54
Lat34Lon64,40.6307,-73.9044,56,,56,4,,10,126
Lat34Lon65,40.6307,-73.8988,58,,55,3,1,5,122
Lat34Lon66,40.6307,-73.8932,40,,30,3,2,6,81
Lat34Lon67,40.6307,-73.8876,121,1,192,8,5,29,356
Lat35Lon12,40.6349,-74.1956,3,,9,,1,,13
Lat35Lon16,40.6349,-74.1732,11,,16,1,,3,31
Lat35Lon17,40.6349,-74.1676,43,1,25,1,1,6,77
Lat35Lon18,40.6349,-74.162,47,,46,7,1,2,103
Lat35Lon19,40.6349,-74.1564,31,,18,15,,3,67
Lat35Lon20,40.6349,-74.1508,21,1,15,3,1,1,42
Lat35Lon21,40.6349,-74.1452,40,,23,8,1,1,73
Lat35Lon22,40.6349,-74.1396,59,,37,5,1,5,107
Lat35Lon23,40.6349,-74.134,139,1,71,23,3,18,255
Lat35Lon24,40.6349,-74.1284,31,1,26,11,4,2,75
Lat35Lon25,40.6349,-74.1228,56,,65,5,2,5,133
Lat35Lon26,40.6349,-74.1172,90,,180,8,5,12,295
Lat35Lon27,40.6349,-74.1116,26,,21,3,2,4,56
Lat35Lon28,40.6349,-74.106,26,2,26,9,,3,66
Lat35Lon29,40.6349,-74.1004,4,,10,6,,,20
Lat35Lon30,40.6349,-74.0948,81,,32,3,2,3,121
Lat35Lon31,40.6349,-74.0892,47,,35,30,2,6,120
Lat35Lon32,40.6349,-74.0836,80,1,73,3,8,9,174
Lat35Lon33,40.6349,-74.078,82,,31,10,3,2,128
Lat35Lon34,40.6349,-74.0724,5,,1,2,1,,9
Lat35Lon40,40.6349,-74.0388,30,,22,1,3,5,61
Lat35Lon41,40.6349,-74.0332,58,,47,2,8,8,123
Lat35Lon42,40.6349,-74.0276,164,2,117,5,6,19,313
Lat35Lon43,40.6349,-74.022,225,1,73,14,8,7,328
Lat35Lon44,40.6349,-74.0164,43,,36,2,4,4,89
Lat35Lon45,40.6349,-74.0108,104,,38,6,13,9,170
Lat35Lon46,40.6349,-74.0052,91,,46,12,2,11,162
Lat35Lon47,40.6349,-73.9996,30,1,41,6,9,12,99
Lat35Lon48,40.6349,-73.994,83,,119,7,21,32,262
Lat35Lon49,40.6349,-73.9884,36,,87,31,14,18,186
Lat35Lon50,40.6349,-73.9828,34,,59,3,15,18,129
Lat35Lon51,40.6349,-73.9772,115,,62,5,11,12,205
Lat35Lon52,40.6349,-73.9716,191,1,148,8,5,23,376
Lat35Lon53,40.6349,-73.966,136,,92,8,7,6,249
Lat35Lon54,40.6349,-73.9604,151,1,117,6,19,13,307
Lat35Lon55,40.6349,-73.9548,103,,103,7,10,15,238
Lat35Lon56,40.6349,-73.9492,339,1,203,14,22,28,607
Lat35Lon57,40.6349,-73.9436,101,1,88,5,7,23,225
Lat35Lon58,40.6349,-73.938,31,,36,3,5,11,86
Lat35Lon59,40.6349,-73.9324,64,2,80,12,2,14,174
Lat35Lon60,40.6349,-73.9268,64,1,51,5,1,11,133
Lat35Lon61,40.6349,-73.9212,144,,277,18,6,26,471
Lat35Lon62,40.6349,-73.9156,56,,43,5,2,14,120
Lat35Lon63,40.6349,-73.91,60,,69,4,,7,140
Lat35Lon64,40.6349,-73.9044,66,2,50,3,4,15,140
Lat35Lon65,40.6349,-73.8988,46,,47,4,3,10,110
Lat35Lon66,40.6349,-73.8932,63,1,37,2,1,12,116
Lat35Lon67,40.6349,-73.8876,72,,71,4,2,9,158
Lat35Lon68,40.6349,-73.882,102,28,1011,22,48,7,1218
Lat35Lon77,40.6349,-73.8316,,,1,,,,1
Lat35Lon93,40.6349,-73.742,12,1,31,,1,,45
Lat36Lon1,40.6391,-74.2572,,,,1,,,1
Lat36Lon15,40.6391,-74.1788,5,,6,4,2,,17
Lat36Lon17,40.6391,-74.1676,21,,21,1,,6,49
Lat36Lon18,40.6391,-74.162,21,,25,8,,4,58
Lat36Lon21,40.6391,-74.1452,10,,10,2,2,2,26
Lat36Lon22,40.6391,-74.1396,19,,19,3,,10,51
Lat36Lon23,40.6391,-74.134,41,3,26,14,3,,87
Lat36Lon24,40.6391,-74.1284,126,1,110,17,9,13,276
Lat36Lon25,40.6391,-74.1228,4,,4,,,1,9
Lat36Lon26,40.6391,-74.1172,17,,20,11,1,1,50
Lat36Lon27,40.6391,-74.1116,44,,26,7,,6,83
Lat36Lon28,40.6391,-74.106,11,,21,,2,4,38
Lat36Lon29,40.6391,-74.1004,16,,8,2,7,1,34
Lat36Lon30,40.6391,-74.0948,92,,25,7,,5,129
